n_victimas,fecha,hora,comuna,tipo_calle,longitud,latutid,victima,acusado,gravedad
1,2019-01-17,,No Especificada,SD,SD,SD,AUTO,SD,SD
4,2019-01-17,,No Especificada,SD,SD,SD,CAMIONETA,SD,SD
2,2019-01-17,,10,SD,-58.502275,-34.629793,SD,SD,SD
1,2019-01-17,,3,SD,-58.406578,-34.61781,SD,SD,SD
1,2019-01-17,,7,SD,-58.424926,-34.634882,SD,SD,SD
1,2019-01-17,,10,SD,-58.505354,-34.62902,PEATON,SD,SD
1,2019-01-17,,1,SD,-58.387521,-34.613534,MOTO,SD,SD
1,2019-01-17,,11,SD,-58.511814,-34.596876,SD,SD,SD
1,2019-01-17,,14,SD,-58.403676,-34.581292,MOTO,SD,SD
1,2019-01-17,,3,SD,-58.406125,-34.607742,SD,SD,SD
1,2019-01-17,,6,SD,-58.437746,-34.614622,SD,SD,SD
1,2019-01-17,,2,SD,-58.398772,-34.597099,AUTO,SD,SD
1,2019-01-17,,9,SD,-58.52857,-34.647691,SD,SD,SD
1,2019-01-17,,12,SD,-58.483405,-34.557227,SD,SD,SD
1,2019-01-17,,1,SD,-58.377939,-34.628608,SD,SD,SD
1,2019-01-17,,13,SD,-58.459098,-34.559228,MOTO,SD,SD
1,2019-01-17,,3,SD,-58.3991,-34.624645,SD,SD,SD
1,2019-01-17,,15,SD,-58.434366,-34.591448,SD,SD,SD
1,2019-01-17,,10,SD,-58.476071,-34.638932,SD,SD,SD
1,2019-01-17,,15,SD,-58.439767,-34.598974,SD,SD,SD
1,2019-01-17,,1,SD,-58.384663,-34.613334,SD,SD,SD
1,2019-01-17,,,SD,,,SD,SD,SD
1,2019-01-18,,5,SD,-58.415474,-34.602651,CICLISTA,SD,SD
1,2019-01-18,,11,SD,-58.485131,-34.598993,CICLISTA,SD,SD
1,2019-01-18,,3,SD,-58.412032,-34.604172,CICLISTA,SD,SD
1,2019-01-18,,15,SD,-58.448928,-34.605362,SD,SD,SD
1,2019-01-18,,4,SD,-58.416005,-34.639607,MOTO,SD,SD
1,2019-01-18,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-01-18,,4,SD,-58.419423,-34.649836,SD,SD,SD
1,2019-01-18,,1,SD,-58.370897,-34.600303,SD,SD,SD
1,2019-01-18,,9,SD,-58.498136,-34.655178,MOTO,SD,SD
1,2019-01-18,,7,SD,-58.46324,-34.617329,SD,SD,SD
1,2019-01-18,,11,SD,-58.506637,-34.602738,SD,SD,SD
1,2019-01-18,,14,SD,-58.423392,-34.597618,SD,SD,SD
1,2019-01-18,,3,SD,-58.407201,-34.599598,SD,SD,SD
3,2019-01-18,,9,SD,-58.485035,-34.661868,SD,SD,SD
1,2019-01-18,,13,SD,-58.458119,-34.546059,MOTO,SD,SD
1,2019-01-18,,1,SD,-58.381187,-34.616467,MOTO,SD,SD
1,2019-01-18,,15,SD,-58.457424,-34.603767,TRANSPORTE PUBLICO,SD,SD
2,2019-01-18,,No Especificada,SD,SD,SD,MOTO,SD,SD
1,2019-01-18,,10,SD,-58.50729,-34.627593,MOTO,SD,SD
1,2019-01-18,,3,SD,-58.405977,-34.608277,SD,SD,SD
1,2019-01-18,,4,SD,-58.372598,-34.630432,SD,SD,SD
2,2019-01-18,,9,SD,-58.472846,-34.654988,SD,SD,SD
1,2019-01-18,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-18,,3,SD,-58.392293,-34.604434,SD,SD,SD
1,2019-01-18,,1,SD,-58.380957,-34.603169,SD,SD,SD
1,2019-01-18,,1,SD,-58.380853,-34.582191,SD,SD,SD
1,2019-01-18,,12,SD,-58.472271,-34.559766,SD,SD,SD
1,2019-01-18,,6,SD,-58.430477,-34.608724,MOTO,SD,SD
1,2019-01-18,,15,SD,-58.48169,-34.586841,PEATON,SD,SD
1,2019-01-18,,1,SD,-58.381002,-34.622148,SD,SD,SD
1,2019-01-18,,15,SD,-58.44348,-34.585401,SD,SD,SD
1,2019-01-19,,6,SD,-58.44196,-34.619284,CICLISTA,SD,SD
1,2019-01-19,,5,SD,-58.417022,-34.615695,SD,SD,SD
3,2019-01-19,,1,SD,-58.387201,-34.59503,SD,SD,SD
1,2019-01-19,,7,SD,-58.468485,-34.633285,SD,SD,SD
1,2019-01-19,,3,SD,-58.391704,-34.618157,SD,SD,SD
2,2019-01-19,,9,SD,-58.499132,-34.671523,SD,SD,SD
1,2019-01-19,,9,SD,-58.510609,-34.649723,SD,SD,SD
1,2019-01-19,,6,SD,-58.444885,-34.620798,SD,SD,SD
1,2019-01-19,,11,SD,-58.464545,-34.606892,SD,SD,SD
1,2019-01-19,,10,SD,-58.480951,-34.632564,SD,SD,SD
3,2019-01-19,,1,SD,-58.383075,-34.615378,SD,SD,SD
2,2019-01-19,,7,SD,-58.463972,-34.63987,AUTO,SD,SD
2,2019-01-19,,14,SD,-58.421746,-34.571823,SD,SD,SD
1,2019-01-19,,8,SD,-58.444737,-34.65923,SD,SD,SD
1,2019-01-19,,12,SD,-58.476584,-34.57648,SD,SD,SD
1,2019-01-19,,9,SD,-58.511401,-34.658463,MOTO,SD,SD
1,2019-01-19,,14,SD,-58.424383,-34.579292,TRANSPORTE PUBLICO,SD,SD
1,2019-01-19,,9,SD,-58.506496,-34.655044,TRANSPORTE PUBLICO,SD,SD
1,2019-01-19,,4,SD,-58.376167,-34.63219,PEATON,SD,SD
1,2019-01-19,,,SD,,,SD,SD,sd
1,2019-01-20,,12,SD,-58.495679,-34.555301,CICLISTA,SD,SD
1,2019-01-20,,1,SD,-58.373127,-34.596177,CICLISTA,SD,SD
1,2019-01-20,,5,SD,-58.415098,-34.620858,SD,SD,SD
1,2019-01-20,,11,SD,-58.513777,-34.596917,CAMIONETA,SD,SD
1,2019-01-20,,13,SD,-58.434657,-34.553595,SD,SD,SD
1,2019-01-20,,5,SD,-58.41607,-34.608535,PEATON,SD,SD
1,2019-01-20,,12,SD,-58.502186,-34.586285,PEATON,SD,SD
1,2019-01-20,,1,SD,-58.374002,-34.60096,PEATON,SD,SD
1,2019-01-20,,10,SD,-58.491094,-34.627009,MOTO,SD,SD
2,2019-01-20,,1,SD,-58.366496,-34.625193,PEATON,SD,SD
2,2019-01-20,,7,SD,-58.472231,-34.628857,AUTO,SD,SD
2,2019-01-20,,11,SD,-58.529335,-34.610982,MOTO,SD,SD
1,2019-01-20,,10,SD,-58.494851,-34.629534,TRANSPORTE PUBLICO,SD,SD
1,2019-01-20,,14,SD,-58.435705,-34.586071,AUTO,SD,SD
3,2019-01-20,,15,SD,-58.435524,-34.597797,AUTO,SD,SD
1,2019-01-20,,15,SD,-58.439556,-34.599293,MOTO,SD,SD
1,2019-01-20,,No Especificada,SD,SD,SD,AUTO,SD,SD
1,2019-01-21,,4,SD,-58.40756,-34.637458,CICLISTA,SD,SD
1,2019-01-21,,7,SD,-58.467492,-34.635516,TRANSPORTE PUBLICO,SD,SD
1,2019-01-21,,12,SD,-58.484453,-34.564066,SD,SD,SD
1,2019-01-21,,13,SD,-58.449179,-34.542712,MOTO,SD,SD
1,2019-01-21,,11,SD,-58.475111,-34.60599,AUTO,SD,SD
1,2019-01-21,,14,SD,-58.411101,-34.581978,MOTO,SD,SD
1,2019-01-21,,9,SD,-58.493953,-34.654913,MOTO,SD,SD
1,2019-01-21,,1,SD,-58.382756,-34.599182,MOTO,SD,SD
1,2019-01-21,,9,SD,-58.491079,-34.65588,AUTO,SD,SD
1,2019-01-21,,14,SD,-58.435705,-34.586071,TRANSPORTE PUBLICO,SD,SD
1,2019-01-21,,11,SD,-58.470116,-34.608331,MOTO,SD,SD
1,2019-01-21,,4,SD,-58.395621,-34.632747,AUTO,SD,SD
2,2019-01-21,,8,SD,-58.477186,-34.684952,AUTO,SD,SD
1,2019-01-21,,1,SD,-58.389894,-34.622633,MOTO,SD,SD
1,2019-01-21,,10,SD,-58.507355,-34.614842,SD,SD,SD
1,2019-01-22,,1,SD,-58.368432,-34.621868,CICLISTA,SD,SD
1,2019-01-22,,14,SD,-58.405366,-34.583452,CICLISTA,SD,SD
1,2019-01-22,,5,SD,-58.414695,-34.625265,CICLISTA,SD,SD
1,2019-01-22,,6,SD,-58.437815,-34.614074,PEATON,SD,SD
1,2019-01-22,,15,SD,-58.447601,-34.591702,MOVIL,SD,SD
1,2019-01-22,,3,SD,-58.404808,-34.601838,SD,SD,SD
1,2019-01-22,,5,SD,-58.417682,-34.638645,SD,SD,SD
1,2019-01-22,,4,SD,-58.396568,-34.635422,SD,SD,SD
1,2019-01-22,,2,SD,-58.402354,-34.594442,PEATON,SD,SD
1,2019-01-22,,6,SD,-58.456163,-34.615759,SD,SD,SD
1,2019-01-22,,1,SD,-58.380012,-34.622135,MOTO,SD,SD
1,2019-01-22,,1,SD,-58.37414,-34.598874,SD,SD,SD
2,2019-01-22,,9,SD,-58.465951,-34.658307,SD,SD,SD
2,2019-01-22,,1,SD,-58.377311,-34.618551,MOTO,SD,SD
2,2019-01-22,,8,SD,-58.4823,-34.668594,SD,SD,SD
1,2019-01-22,,9,SD,-58.469898,-34.650262,SD,SD,SD
1,2019-01-22,,15,SD,-58.46954,-34.581592,SD,SD,SD
1,2019-01-22,,15,SD,-58.434366,-34.591448,MOTO,SD,SD
1,2019-01-22,,4,SD,-58.37872,-34.649334,SD,SD,SD
2,2019-01-22,,15,SD,-58.477825,-34.591189,SD,SD,SD
1,2019-01-22,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-01-22,,1,SD,-58.373192,-34.614853,SD,SD,SD
1,2019-01-22,,7,SD,-58.462938,-34.635335,SD,SD,SD
1,2019-01-22,,1,SD,-58.365099,-34.598239,SD,SD,SD
1,2019-01-22,,3,SD,-58.393239,-34.613929,SD,SD,SD
1,2019-01-22,,11,SD,-58.48153,-34.611331,AUTO,SD,SD
1,2019-01-22,,7,SD,-58.429925,-34.641279,SD,SD,SD
1,2019-01-22,,12,SD,-58.49175,-34.58227,MOTO,SD,SD
1,2019-01-23,,13,SD,-58.458568,-34.563142,CICLISTA,SD,SD
1,2019-01-23,,4,SD,-58.370991,-34.64028,CICLISTA,SD,SD
1,2019-01-23,,1,SD,-58.388845,-34.62005,CICLISTA,SD,SD
1,2019-01-23,,No Especificada,SD,SD,SD,MOTO,SD,SD
1,2019-01-23,,8,SD,-58.476557,-34.673099,SD,SD,SD
1,2019-01-23,,15,SD,-58.450769,-34.58869,MOTO,SD,SD
1,2019-01-23,,1,SD,-58.390666,-34.608562,AUTO,SD,SD
1,2019-01-23,,2,SD,-58.411924,-34.598002,SD,SD,SD
1,2019-01-23,,13,SD,-58.456132,-34.565975,PEATON,SD,SD
1,2019-01-23,,1,SD,-58.390203,-34.620135,TRANSPORTE PUBLICO,SD,SD
1,2019-01-23,,15,SD,-58.490726,-34.592755,SD,SD,SD
1,2019-01-23,,1,SD,-58.376213,-34.611564,MOTO,SD,SD
1,2019-01-23,,10,SD,-58.51539,-34.618881,SD,SD,SD
1,2019-01-23,,2,SD,-58.395922,-34.581761,MOTO,SD,SD
1,2019-01-23,,5,SD,-58.419115,-34.63722,SD,SD,SD
1,2019-01-23,,3,SD,-58.405282,-34.613422,SD,SD,SD
1,2019-01-23,,12,SD,-58.490265,-34.569815,SD,SD,SD
1,2019-01-23,,2,SD,-58.408388,-34.591133,SD,SD,SD
1,2019-01-23,,1,SD,-58.385479,-34.599226,SD,SD,SD
10,2019-01-23,,7,SD,-58.443316,-34.642061,OTRO,SD,SD
1,2019-01-23,,No Especificada,SD,SD,SD,MOTO,SD,SD
2,2019-01-23,,4,SD,-58.355955,-34.634533,SD,SD,SD
1,2019-01-23,,6,SD,-58.441465,-34.620514,SD,SD,SD
1,2019-01-23,,15,SD,-58.449218,-34.58383,SD,SD,SD
1,2019-01-23,,4,SD,-58.416168,-34.645296,SD,SD,SD
1,2019-01-23,,No Especificada,SD,SD,SD,AUTO,SD,SD
1,2019-01-23,,,SD,,,SD,SD,GRAVE
1,2019-01-24,,4,SD,-58.368404,-34.639095,CICLISTA,SD,SD
1,2019-01-24,,11,SD,-58.479451,-34.620682,CICLISTA,SD,SD
1,2019-01-24,,14,SD,-58.421435,-34.589657,CICLISTA,SD,SD
1,2019-01-24,,2,SD,-58.394915,-34.589317,SD,SD,SD
1,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,11,SD,-58.476096,-34.618101,MOTO,SD,SD
2,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,10,SD,-58.491094,-34.627009,MOTO,SD,SD
1,2019-01-24,,9,SD,-58.469778,-34.649672,AUTO,SD,SD
1,2019-01-24,,6,SD,-58.428072,-34.620682,SD,SD,SD
1,2019-01-24,,1,SD,-58.3814,-34.604965,SD,SD,SD
1,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,5,SD,-58.414322,-34.60292,SD,SD,SD
2,2019-01-24,,7,SD,-58.467492,-34.635516,SD,SD,SD
1,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,15,SD,-58.448775,-34.597852,SD,SD,SD
1,2019-01-24,,3,SD,-58.407609,-34.607402,SD,SD,SD
2,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,1,SD,-58.382811,-34.592248,SD,SD,SD
1,2019-01-24,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-24,,9,SD,-58.498813,-34.657353,SD,SD,SD
1,2019-01-24,,1,SD,-58.380661,-34.595371,SD,SD,SD
1,2019-01-24,,6,SD,-58.436217,-34.60864,SD,SD,SD
2,2019-01-24,,4,SD,-58.412729,-34.651097,SD,SD,SD
1,2019-01-24,,14,SD,-58.423249,-34.571168,SD,SD,SD
1,2019-01-24,,13,SD,-58.447629,-34.556955,SD,SD,SD
1,2019-01-24,,1,SD,-58.380983,-34.603668,MOTO,SD,SD
1,2019-01-24,,7,SD,-58.473461,-34.622173,MOTO,SD,SD
2,2019-01-24,,9,SD,-58.502093,-34.661061,SD,SD,SD
1,2019-01-24,,4,SD,-58.373553,-34.637737,SD,SD,SD
1,2019-01-24,,14,SD,-58.41973,-34.565227,SD,SD,SD
2,2019-01-24,,12,SD,-58.485383,-34.563076,SD,SD,SD
1,2019-01-24,,4,SD,-58.381361,-34.638443,SD,SD,SD
1,2019-01-24,,12,SD,-58.504099,-34.567176,SD,SD,SD
2,2019-01-24,,8,SD,-58.464738,-34.677856,SD,SD,SD
1,2019-01-24,,,SD,,,SD,SD,sd
1,2019-01-25,,14,SD,-58.436767,-34.585308,CICLISTA,SD,SD
1,2019-01-25,,15,SD,-58.445106,-34.585601,CICLISTA,SD,SD
1,2019-01-25,,13,SD,-58.454726,-34.552648,CICLISTA,SD,SD
1,2019-01-25,,2,SD,-58.393042,-34.59871,CICLISTA,SD,SD
1,2019-01-25,,9,SD,-58.513183,-34.659439,CICLISTA,SD,SD
1,2019-01-25,,10,SD,-58.494851,-34.629534,SD,SD,SD
2,2019-01-25,,10,SD,-58.474604,-34.632061,SD,SD,SD
1,2019-01-25,,4,SD,-58.374737,-34.637844,MOTO,SD,SD
1,2019-01-25,,11,SD,-58.460668,-34.614347,SD,SD,SD
2,2019-01-25,,8,SD,-58.49269,-34.673199,SD,SD,SD
1,2019-01-25,,14,SD,-58.410194,-34.582236,SD,SD,SD
1,2019-01-25,,15,SD,-58.478922,-34.584752,MOTO,SD,SD
1,2019-01-25,,11,SD,-58.505589,-34.598521,SD,SD,SD
1,2019-01-25,,3,SD,-58.402252,-34.618754,SD,SD,SD
1,2019-01-25,,7,SD,-58.45684,-34.641113,SD,SD,SD
1,2019-01-25,,1,SD,-58.386323,-34.60863,SD,SD,SD
1,2019-01-25,,3,SD,-58.402176,-34.623778,SD,SD,SD
1,2019-01-25,,15,SD,-58.439288,-34.605605,SD,SD,SD
1,2019-01-25,,15,SD,-58.481457,-34.590246,SD,SD,SD
1,2019-01-25,,4,SD,-58.422818,-34.642823,AUTO,SD,SD
1,2019-01-25,,1,SD,-58.381258,-34.59903,SD,SD,SD
1,2019-01-25,,14,SD,-58.441229,-34.569376,SD,SD,SD
1,2019-01-25,,1,SD,-58.373858,-34.603231,PEATON,SD,SD
1,2019-01-25,,11,SD,-58.485865,-34.616601,SD,SD,SD
1,2019-01-25,,1,SD,-58.379331,-34.597731,SD,SD,SD
1,2019-01-25,,3,SD,-58.406392,-34.619431,SD,SD,SD
3,2019-01-25,,9,SD,-58.47082,-34.640181,SD,SD,SD
1,2019-01-25,,10,SD,-58.480208,-34.625074,SD,SD,SD
1,2019-01-25,,14,SD,-58.434179,-34.585897,SD,SD,SD
1,2019-01-25,,10,SD,-58.475654,-34.632315,SD,SD,SD
1,2019-01-26,,3,SD,-58.400369,-34.624027,SD,SD,SD
1,2019-01-26,,11,SD,-58.510435,-34.611651,AUTO,SD,SD
1,2019-01-26,,8,SD,-58.471588,-34.669812,SD,SD,SD
1,2019-01-26,,10,SD,-58.529911,-34.625715,MOTO,SD,SD
1,2019-01-26,,12,SD,-58.491391,-34.570416,SD,SD,SD
1,2019-01-26,,7,SD,-58.463445,-34.631724,SD,SD,SD
1,2019-01-26,,7,SD,-58.465177,-34.626827,SD,SD,SD
1,2019-01-26,,3,SD,-58.400477,-34.609797,SD,SD,SD
1,2019-01-26,,1,SD,-58.378501,-34.627486,SD,SD,SD
2,2019-01-26,,8,SD,-58.484118,-34.685324,SD,SD,SD
1,2019-01-27,,15,SD,-58.444285,-34.587509,CICLISTA,SD,SD
1,2019-01-27,,6,SD,-58.442927,-34.62935,CICLISTA,SD,SD
1,2019-01-27,,8,SD,-58.443132,-34.665033,CICLISTA,SD,SD
1,2019-01-27,,5,SD,-58.427508,-34.604237,CICLISTA,SD,SD
1,2019-01-27,,14,SD,-58.417072,-34.588184,CICLISTA,SD,SD
1,2019-01-27,,8,SD,-58.476557,-34.673099,MOTO,SD,SD
2,2019-01-27,,13,SD,-58.434657,-34.553595,SD,SD,SD
1,2019-01-27,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-01-27,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-01-27,,8,SD,-58.479165,-34.690885,SD,SD,SD
1,2019-01-27,,8,SD,-58.435401,-34.672911,MOTO,SD,SD
1,2019-01-27,,2,SD,-58.412644,-34.594732,SD,SD,SD
1,2019-01-27,,9,SD,-58.528413,-34.650156,SD,SD,SD
1,2019-01-27,,13,SD,-58.449693,-34.565053,AUTO,SD,SD
1,2019-01-27,,10,SD,-58.499719,-34.636327,SD,SD,SD
1,2019-01-27,,8,SD,-58.481969,-34.672932,SD,SD,SD
1,2019-01-27,,7,SD,SD,SD,SD,SD,SD
1,2019-01-27,,8,SD,-58.465192,-34.690379,SD,SD,SD
1,2019-01-28,,3,SD,-58.404924,-34.604701,CICLISTA,SD,SD
1,2019-01-28,,4,SD,-58.38341,-34.650014,CICLISTA,SD,SD
1,2019-01-28,,9,SD,-58.512638,-34.640425,CICLISTA,SD,SD
1,2019-01-28,,12,SD,-58.470986,-34.565108,SD,SD,SD
1,2019-01-28,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-28,,11,SD,-58.472253,-34.613823,MOTO,SD,SD
1,2019-01-28,,3,SD,-58.405282,-34.613422,PEATON,SD,SD
1,2019-01-28,,1,SD,-58.383421,-34.60976,SD,SD,SD
1,2019-01-28,,10,SD,-58.507459,-34.635131,MOTO,SD,SD
1,2019-01-28,,4,SD,-58.42321,-34.651908,SD,SD,SD
1,2019-01-28,,3,SD,-58.39495,-34.622944,SD,SD,SD
1,2019-01-28,,1,SD,-58.376213,-34.611564,MOTO,SD,SD
1,2019-01-28,,15,SD,-58.449518,-34.589889,MOTO,SD,SD
1,2019-01-28,,15,SD,-58.481182,-34.590329,SD,SD,SD
1,2019-01-28,,6,SD,-58.447979,-34.627594,SD,SD,SD
1,2019-01-28,,7,SD,-58.437944,-34.637788,SD,SD,SD
1,2019-01-28,,7,SD,-58.456077,-34.621203,SD,SD,SD
1,2019-01-28,,3,SD,-58.394229,-34.615074,SD,SD,SD
2,2019-01-28,,4,SD,-58.404057,-34.635536,SD,SD,SD
1,2019-01-28,,12,SD,-58.488462,-34.551709,SD,SD,SD
2,2019-01-28,,3,SD,-58.393094,-34.622914,SD,SD,SD
1,2019-01-28,,10,SD,-58.484697,-34.627312,SD,SD,SD
1,2019-01-28,,15,SD,-58.460226,-34.578296,MOTO,SD,SD
1,2019-01-28,,9,SD,-58.508705,-34.669737,SD,SD,SD
1,2019-01-28,,7,SD,-58.438792,-34.643098,SD,SD,SD
1,2019-01-28,,4,SD,-58.422848,-34.644159,SD,SD,SD
1,2019-01-28,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-28,,1,SD,-58.389037,-34.617733,PEATON,SD,SD
1,2019-01-28,,9,SD,-58.524687,-34.643686,MOTO,SD,SD
1,2019-01-28,,11,SD,-58.475173,-34.617029,SD,SD,SD
1,2019-01-28,,5,SD,-58.413443,-34.626664,SD,SD,SD
1,2019-01-28,,4,SD,-58.390932,-34.629326,AUTO,SD,SD
1,2019-01-28,,1,SD,-58.382848,-34.626957,PEATON,SD,SD
1,2019-01-29,,1,SD,-58.362621,-34.624248,CICLISTA,SD,SD
1,2019-01-29,,1,SD,-58.362069,-34.616812,CICLISTA,SD,SD
1,2019-01-29,,9,SD,-58.466002,-34.645366,SD,SD,SD
1,2019-01-29,,4,SD,-58.365567,-34.636884,SD,SD,SD
1,2019-01-29,,4,SD,-58.406299,-34.637158,SD,SD,SD
1,2019-01-29,,6,SD,-58.429637,-34.627411,MOTO,SD,SD
1,2019-01-29,,3,SD,-58.391704,-34.618157,MOTO,SD,SD
1,2019-01-29,,12,SD,-58.500649,-34.552046,SD,SD,SD
1,2019-01-29,,3,SD,-58.409485,-34.601681,SD,SD,SD
1,2019-01-29,,1,SD,-58.379387,-34.604906,PEATON,SD,SD
1,2019-01-29,,10,SD,-58.529911,-34.625715,SD,SD,SD
1,2019-01-29,,1,SD,-58.370282,-34.60536,PEATON,SD,SD
2,2019-01-29,,7,SD,-58.467939,-34.627638,SD,SD,SD
2,2019-01-29,,9,SD,-58.526505,-34.638294,SD,SD,SD
2,2019-01-29,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-29,,15,SD,-58.441092,-34.601297,SD,SD,SD
1,2019-01-29,,2,SD,-58.397318,-34.583079,MOTO,SD,SD
1,2019-01-29,,3,SD,-58.405886,-34.609365,SD,SD,SD
1,2019-01-29,,12,SD,-58.473502,-34.574682,SD,SD,SD
1,2019-01-29,,6,SD,-58.437172,-34.628508,SD,SD,SD
1,2019-01-29,,1,SD,-58.377276,-34.619722,SD,SD,SD
1,2019-01-29,,8,SD,-58.487367,-34.668098,SD,SD,SD
1,2019-01-29,,14,SD,-58.407866,-34.567268,SD,SD,SD
3,2019-01-29,,15,SD,-58.488543,-34.597364,SD,SD,SD
1,2019-01-29,,1,SD,-58.383454,-34.609854,MOTO,SD,SD
1,2019-01-29,,4,SD,-58.425297,-34.650107,SD,SD,SD
1,2019-01-29,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-29,,13,SD,-58.462919,-34.562902,SD,SD,SD
1,2019-01-29,,15,SD,-58.462109,-34.603562,SD,SD,SD
1,2019-01-29,,,SD,,,SD,SD,SD
1,2019-01-30,,1,SD,-58.383421,-34.60976,PEATON,SD,SD
1,2019-01-30,,12,SD,-58.491391,-34.570416,SD,SD,SD
1,2019-01-30,,1,SD,-58.381624,-34.607313,SD,SD,SD
1,2019-01-30,,4,SD,-58.396339,-34.651379,SD,SD,SD
1,2019-01-30,,5,SD,-58.416514,-34.620975,SD,SD,SD
1,2019-01-30,,9,SD,-58.487938,-34.653202,AUTO,SD,SD
1,2019-01-30,,14,SD,-58.409869,-34.577281,SD,SD,SD
2,2019-01-30,,4,SD,-58.393432,-34.636107,SD,SD,SD
1,2019-01-30,,1,SD,-58.380793,-34.615257,SD,SD,SD
1,2019-01-30,,6,SD,-58.445226,-34.607748,MOTO,SD,SD
1,2019-01-30,,5,SD,-58.425787,-34.605906,MOTO,SD,SD
1,2019-01-30,,11,SD,-58.49915,-34.598106,SD,SD,SD
1,2019-01-30,,1,SD,-58.390835,-34.629224,SD,SD,SD
1,2019-01-30,,7,SD,-58.451352,-34.644183,SD,SD,SD
1,2019-01-30,,1,SD,-58.384477,-34.617883,MOTO,SD,SD
1,2019-01-30,,7,SD,-58.45505,-34.623451,SD,SD,SD
1,2019-01-30,,12,SD,-58.468849,-34.548115,SD,SD,SD
2,2019-01-30,,9,SD,-58.499041,-34.648413,SD,SD,SD
1,2019-01-30,,15,SD,-58.451706,-34.595209,SD,SD,SD
1,2019-01-30,,6,SD,-58.445057,-34.608303,SD,SD,SD
1,2019-01-30,,15,SD,-58.452348,-34.584836,SD,SD,SD
1,2019-01-31,,1,SD,-58.370097,-34.602996,CICLISTA,SD,SD
1,2019-01-31,,7,SD,SD,SD,CICLISTA,SD,SD
1,2019-01-31,,1,SD,-58.366601,-34.616877,SD,SD,SD
1,2019-01-31,,14,SD,-58.422811,-34.581992,MOTO,SD,SD
1,2019-01-31,,11,SD,-58.522341,-34.598144,MOTO,SD,SD
1,2019-01-31,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-01-31,,9,SD,-58.48713,-34.6628,SD,SD,SD
1,2019-01-31,,15,SD,-58.48365,-34.589491,SD,SD,SD
1,2019-01-31,,7,SD,-58.471104,-34.627423,SD,SD,SD
1,2019-01-31,,1,SD,-58.381226,-34.61309,PEATON,SD,SD
1,2019-01-31,,10,SD,-58.510007,-34.625629,PEATON,SD,SD
1,2019-01-31,,15,SD,-58.446715,-34.599709,SD,SD,SD
1,2019-01-31,,2,SD,SD,SD,MOTO,SD,SD
1,2019-01-31,,1,SD,-58.380012,-34.622135,SD,SD,SD
2,2019-01-31,,6,SD,-58.433097,-34.616711,MOTO,SD,SD
1,2019-01-31,,9,SD,-58.5158,-34.649357,SD,SD,SD
1,2019-01-31,,12,SD,-58.472196,-34.563034,SD,SD,SD
1,2019-01-31,,6,SD,-58.445303,-34.607809,SD,SD,SD
1,2019-01-31,,1,SD,-58.375652,-34.622001,MOTO,SD,SD
1,2019-01-31,,12,SD,-58.513677,-34.579822,SD,SD,SD
1,2019-01-31,,15,SD,-58.484273,-34.58533,SD,SD,SD
2,2019-01-31,,15,SD,-58.469344,-34.5786,MOTO,SD,SD
1,2019-01-31,,7,SD,-58.427866,-34.628518,SD,SD,SD
1,2019-01-31,,9,SD,-58.504211,-34.66344,SD,SD,SD
1,2019-01-31,,2,SD,-58.406632,-34.598045,SD,SD,SD
2,2019-01-31,,11,SD,-58.480409,-34.608126,SD,SD,SD
1,2019-01-31,,4,SD,-58.369297,-34.645768,SD,SD,SD
1,2019-01-31,,1,SD,-58.380622,-34.619758,SD,SD,SD
1,2019-01-31,,7,SD,-58.459485,-34.628675,SD,SD,SD
1,2019-01-31,,8,SD,-58.471615,-34.665899,SD,SD,SD
1,2019-01-31,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-02-01,,12,SD,-58.469052,-34.549386,CICLISTA,SD,SD
2,2019-02-01,,11,SD,-58.529335,-34.610982,SD,SD,SD
1,2019-02-01,,9,SD,-58.514018,-34.650701,SD,SD,SD
1,2019-02-01,,10,SD,-58.508385,-34.634598,SD,SD,SD
1,2019-02-01,,4,SD,-58.389805,-34.640679,SD,SD,SD
1,2019-02-01,,7,SD,-58.457839,-34.627129,MOTO,SD,SD
1,2019-02-01,,12,SD,-58.497636,-34.575036,SD,SD,SD
1,2019-02-01,,6,SD,-58.431546,-34.618705,SD,SD,SD
1,2019-02-01,,4,SD,-58.376898,-34.652649,SD,SD,SD
1,2019-02-01,,2,SD,-58.397192,-34.599729,SD,SD,SD
